posting_item_id,posting_id,order_id,pickup_point_id,fulfilment_channel,handover_date,event_type,record_status,item_value,item_commission
I00066846,O0017586-B1,O0017586,P00146,warehouse,2026-02-13,handover,final,0.99,0.0544
I00008671,O0002276-B1,O0002276,P00342,warehouse,2026-02-02,handover,final,1.11,0.0611
I00106074,O0027868-B1,O0027868,P00439,warehouse,2026-02-04,handover,final,1.03,0.0566
I00055449,O0014618-B1,O0014618,P00334,warehouse,2026-02-07,handover,final,7.03,0.3866
I00058895,O0015518-B1,O0015518,P00723,warehouse,2026-02-15,handover,final,9.65,0.5308
I00149116,O0039332-B1,O0039332,P00078,warehouse,2026-02-01,handover,final,2.49,0.137
C00107671,O0028291-B1,O0028291,P00099,warehouse,2026-02-01,handover,corrected,1.08,0.0594
I00183115,O0048316-B2,O0048316,P00499,warehouse,2026-02-18,handover,final,1.57,0.0864
I00008721,O0002285-B1,O0002285,P00693,warehouse,2026-02-13,handover,final,0.99,0.0544
I00016032,O0004219-B1,O0004219,P00097,warehouse,2026-02-01,handover,final,4.3,0.2365
I00139738,O0036837-B1,O0036837,P00578,warehouse,2026-02-12,handover,final,3.32,0.1826
I00066067,O0017375-B1,O0017375,P00593,warehouse,2026-02-07,handover,final,0.99,0.0544
I00214566,O0056547-B1,O0056547,P00010,warehouse,2026-02-10,handover,final,0.99,0.0544
I00145313,O0038300-B1,O0038300,P00071,warehouse,2026-02-26,handover,final,14.01,0.7706
I00194703,O0051353-B1,O0051353,P00465,warehouse,2026-02-17,handover,final,2.78,0.1529
I00204793,O0054009-B1,O0054009,P00662,warehouse,2026-02-16,handover,final,0.99,0.0544
I00193281,O0050973-B1,O0050973,P00623,warehouse,2026-02-22,handover,final,0.99,0.0544
I00046517,O0012262-B1,O0012262,P00155,warehouse,2026-02-06,handover,final,1.78,0.0979
I00004146,O0001071-B3,O0001071,P00432,warehouse,2026-02-13,handover,final,1.48,0.0814
I00089848,O0023640-B1,O0023640,P00161,warehouse,2026-02-02,handover,final,2.83,0.1556
I00217198,O0057255-B2,O0057255,P00530,cross_border,2026-02-23,handover,final,12.15,0.6682
I00157552,O0041584-B1,O0041584,P00355,warehouse,2026-02-07,handover,final,4.27,0.2348
I00088077,O0023179-B1,O0023179,P00375,warehouse,2026-02-19,handover,final,8.27,0.4548
I00064512,O0016970-B2,O0016970,P00505,warehouse,2026-03-01,handover,final,2.06,0.1133
I00058634,O0015446-B1,O0015446,P00106,cross_border,2026-02-13,handover,final,5.53,0.3042
I00152858,O0040340-B1,O0040340,P00754,warehouse,2026-02-27,handover,final,6.19,0.3405
R00154346,O0040725-B1,O0040725,P00089,cross_border,2026-02-20,handover_return,final,-26.8,-1.474
I00150601,O0039745-B1,O0039745,P00817,warehouse,2026-02-22,handover,final,3.33,0.1832
I00079830,O0021054-B1,O0021054,P00565,warehouse,2026-02-20,handover,final,0.99,0.0544
I00039111,O0010334-B1,O0010334,P00802,warehouse,2026-02-27,handover,final,0.99,0.0544
I00178747,O0047198-B1,O0047198,P00332,warehouse,2026-02-28,handover,final,1.49,0.082
I00204297,O0053874-B1,O0053874,P00275,retail,2026-02-06,handover,final,0.99,0.0544
I00160220,O0042263-B2,O0042263,P00183,warehouse,2026-02-10,handover,final,2.59,0.1424
I00042317,O0011160-B1,O0011160,P00134,warehouse,2026-02-25,handover,final,0.99,0.0544
I00045292,O0011958-B1,O0011958,P00316,merchant_shipped,2026-02-10,handover,final,3.78,0.2079
I00226698,O0059843-B3,O0059843,P00434,warehouse,2026-02-21,handover,final,0.99,0.0544
I00134737,O0035506-B1,O0035506,P00334,warehouse,2026-02-01,handover,final,9.36,0.5148
C00210521,O0055458-B1,O0055458,P00493,warehouse,2026-02-16,handover,corrected,0.94,0.0517
I00092956,O0024449-B1,O0024449,P00558,warehouse,2026-02-20,handover,final,0.99,0.0544
I00195600,O0051598-B1,O0051598,P00578,warehouse,2026-02-25,handover,final,0.99,0.0544
I00147616,O0038928-B1,O0038928,P00744,warehouse,2026-02-10,handover,final,6.63,0.3646
R00052927,O0013944-B1,O0013944,P00179,warehouse,2026-02-24,handover_return,final,-6.6,-0.363
I00043765,O0011537-B1,O0011537,P00464,warehouse,2026-02-08,handover,final,3.35,0.1842
I00120101,O0031608-B1,O0031608,P00603,warehouse,2026-02-11,handover,final,0.99,0.0544
I00209146,O0055110-B2,O0055110,P00587,warehouse,2026-02-17,handover,final,0.99,0.0544
I00138494,O0036504-B2,O0036504,P00745,warehouse,2026-02-26,handover,final,4.65,0.2558
I00122016,O0032101-B1,O0032101,P00801,warehouse,2026-02-16,handover,final,0.99,0.0544
I00192792,O0050847-B1,O0050847,P00075,warehouse,2026-02-22,handover,final,0.99,0.0544
I00226974,O0059911-B1,O0059911,P00230,warehouse,2026-02-23,handover,final,2.14,0.1177
I00125351,O0032993-B1,O0032993,P00508,warehouse,2026-02-24,handover,final,19.49,1.072
I00223455,O0058968-B1,O0058968,P00258,warehouse,2026-02-28,handover,final,0.99,0.0544
I00204213,O0053854-B1,O0053854,P00564,warehouse,2026-02-03,handover,final,1.75,0.0962
I00161891,O0042721-B1,O0042721,P00558,warehouse,2026-02-17,handover,final,3.28,0.1804
I00111979,O0029444-B1,O0029444,P00163,warehouse,2026-02-22,handover,final,16.32,0.8976
I00022776,O0006035-B1,O0006035,P00097,warehouse,2026-02-24,handover,final,0.99,0.0544
I00133584,O0035186-B1,O0035186,P00478,warehouse,2026-02-01,handover,final,23.38,1.2859
I00018079,O0004765-B1,O0004765,P00020,warehouse,2026-02-14,handover,final,1.62,0.0891
I00033003,O0008699-B1,O0008699,P00518,warehouse,2026-02-10,handover,final,2.06,0.1133
I00130916,O0034470-B2,O0034470,P00596,warehouse,2026-02-20,handover,final,8.86,0.4873
I00136447,O0035944-B1,O0035944,P00432,merchant_shipped,2026-02-18,handover,final,5.81,0.3196
R00089973,O0023667-B1,O0023667,P00281,cross_border,2026-02-17,handover_return,final,-8.92,-0.4906
I00078721,O0020766-B1,O0020766,P00630,warehouse,2026-02-06,handover,final,44.08,2.4244
I00175582,O0046329-B1,O0046329,P00036,cross_border,2026-02-18,handover,final,1.98,0.1089
I00055628,O0014670-B1,O0014670,P00455,warehouse,2026-02-21,handover,final,3.96,0.2178
I00196403,O0051803-B1,O0051803,P00097,warehouse,2026-02-16,handover,final,2.01,0.1106
I00061716,O0016251-B1,O0016251,P00144,warehouse,2026-02-05,handover,final,0.99,0.0544
I00202999,O0053519-B1,O0053519,P00265,warehouse,2026-02-17,handover,final,0.99,0.0544
I00034466,O0009114-B1,O0009114,P00097,warehouse,2026-02-07,handover,final,3.03,0.1666
I00205304,O0054142-B1,O0054142,P00230,warehouse,2026-02-22,handover,final,0.99,0.0544
I00184503,O0048658-B3,O0048658,P00187,warehouse,2026-02-25,handover,final,1.17,0.0643
I00072404,O0019102-B1,O0019102,P00157,warehouse,2026-02-23,handover,final,4.02,0.2211
I00216994,O0057196-B3,O0057196,P00061,warehouse,2026-02-17,handover,final,4.18,0.2299
I00129336,O0034083-B1,O0034083,P00728,warehouse,2026-02-03,handover,final,1.45,0.0798
I00092230,O0024255-B1,O0024255,P00261,warehouse,2026-02-18,handover,final,26.15,1.4382
I00067446,O0017744-B1,O0017744,P00444,warehouse,2026-02-14,handover,final,3.46,0.1903
I00093840,O0024694-B1,O0024694,P00328,warehouse,2026-02-05,handover,final,13.83,0.7607
I00023230,O0006145-B1,O0006145,P00205,warehouse,2026-02-08,handover,final,8.86,0.4873
I00075498,O0019909-B1,O0019909,P00612,warehouse,2026-02-19,handover,final,15.26,0.8393
I00225352,O0059495-B1,O0059495,P00640,warehouse,2026-02-18,handover,final,37.55,2.0652
I00137542,O0036246-B1,O0036246,P00203,warehouse,2026-02-18,handover,final,4.93,0.2712
I00086927,O0022898-B1,O0022898,P00209,warehouse,2026-02-05,handover,final,3.18,0.1749
I00178116,O0047029-B1,O0047029,P00663,warehouse,2026-02-13,handover,final,1.34,0.0737
I00076545,O0020189-B1,O0020189,P00331,warehouse,2026-02-19,handover,final,4.15,0.2282
I00163591,O0043147-B1,O0043147,P00815,warehouse,2026-02-17,handover,final,5.56,0.3058
I00155294,O0040972-B1,O0040972,P00806,warehouse,2026-02-13,handover,final,0.99,0.0544
I00089614,O0023583-B2,O0023583,P00357,warehouse,2026-02-15,handover,final,1.24,0.0682
I00020349,O0005372-B1,O0005372,P00598,warehouse,2026-02-05,handover,final,2.62,0.1441
I00133634,O0035200-B1,O0035200,P00714,warehouse,2026-02-18,handover,final,1.68,0.0924
I00041574,O0010979-B1,O0010979,P00170,warehouse,2026-02-04,handover,final,0.99,0.0544
I00062528,O0016457-B1,O0016457,P00743,warehouse,2026-02-17,handover,final,4.33,0.2382
I00016286,O0004287-B1,O0004287,P00656,warehouse,2026-02-15,handover,final,11.7,0.6435
I00043679,O0011512-B1,O0011512,P00253,warehouse,2026-02-25,handover,final,0.99,0.0544
I00120775,O0031783-B1,O0031783,P00481,warehouse,2026-02-04,handover,final,4.33,0.2382
I00027567,O0007271-B1,O0007271,P00800,warehouse,2026-02-23,handover,final,0.99,0.0544
I00196423,O0051807-B1,O0051807,P00614,warehouse,2026-02-18,handover,final,3.35,0.1842
I00032135,O0008474-B1,O0008474,P00478,warehouse,2026-02-26,handover,final,2.78,0.1529
I00114053,O0030002-B1,O0030002,P00570,warehouse,2026-02-17,handover,final,7.38,0.4059
I00134843,O0035526-B2,O0035526,P00106,cross_border,2026-02-26,handover,final,10.32,0.5676
I00092619,O0024361-B1,O0024361,P00810,retail,2026-02-11,handover,final,1.6,0.088
I00097716,O0025707-B1,O0025707,P00795,warehouse,2026-02-21,handover,final,1.81,0.0996
I00159398,O0042048-B1,O0042048,P00826,warehouse,2026-02-25,handover,final,1.19,0.0654
I00053497,O0014083-B2,O0014083,P00467,warehouse,2026-02-21,handover,final,1.5,0.0825
I00199356,O0052578-B1,O0052578,P00594,warehouse,2026-02-01,handover,final,0.99,0.0544
I00134542,O0035449-B1,O0035449,P00097,warehouse,2026-02-17,handover,final,0.99,0.0544
I00194158,O0051209-B2,O0051209,P00456,warehouse,2026-03-02,handover,final,4.88,0.2684
I00137769,O0036300-B1,O0036300,P00584,warehouse,2026-02-23,handover,final,4.75,0.2612
I00021893,O0005791-B2,O0005791,P00724,warehouse,2026-02-21,handover,final,12.74,0.7007
I00033803,O0008930-B2,O0008930,P00217,warehouse,2026-02-14,handover,final,2.49,0.137
I00201089,O0053033-B1,O0053033,P00809,warehouse,2026-02-09,handover,final,3.36,0.1848
I00004488,O0001156-B1,O0001156,P00083,warehouse,2026-02-04,handover,final,10.23,0.5626
I00217125,O0057238-B1,O0057238,P00035,warehouse,2026-02-23,handover,final,2.5,0.1375
I00157370,O0041533-B1,O0041533,P00260,warehouse,2026-02-21,handover,final,3.85,0.2118
I00175821,O0046391-B1,O0046391,P00411,warehouse,2026-02-05,handover,final,4.79,0.2634
I00225170,O0059434-B1,O0059434,P00524,warehouse,2026-02-07,handover,final,5.37,0.2954
I00212070,O0055883-B1,O0055883,P00275,warehouse,2026-02-15,handover,final,3.97,0.2184
I00066041,O0017367-B1,O0017367,P00027,merchant_shipped,2026-02-01,handover,final,50.65,2.5
I00199154,O0052525-B1,O0052525,P00462,retail,2026-02-12,handover,final,4.01,0.2206
I00003521,O0000916-B2,O0000916,P00710,warehouse,2026-02-16,handover,final,3.92,0.2156
I00205068,O0054082-B1,O0054082,P00633,warehouse,2026-02-02,handover,final,6.09,0.3349
I00197767,O0052151-B1,O0052151,P00738,warehouse,2026-02-07,handover,final,3.48,0.1914
I00179046,O0047270-B1,O0047270,P00019,warehouse,2026-02-24,handover,final,43.58,2.3969
I00107331,O0028202-B2,O0028202,P00312,warehouse,2026-02-13,handover,final,2.53,0.1392
I00143414,O0037789-B2,O0037789,P00484,warehouse,2026-02-11,handover,final,0.99,0.0544
I00035049,O0009273-B1,O0009273,P00373,warehouse,2026-02-22,handover,final,2.09,0.115
I00064423,O0016941-B2,O0016941,P00621,warehouse,2026-02-04,handover,final,3.17,0.1744
I00035712,O0009450-B1,O0009450,P00033,warehouse,2026-02-03,handover,final,0.99,0.0544
I00140140,O0036941-B1,O0036941,P00709,warehouse,2026-02-25,handover,final,7.38,0.4059
I00163420,O0043110-B2,O0043110,P00180,warehouse,2026-03-01,handover,final,2.4,0.132
I00009511,O0002494-B1,O0002494,P00109,warehouse,2026-02-09,handover,final,0.99,0.0544
I00153557,O0040509-B2,O0040509,P00613,warehouse,2026-02-08,handover,final,1.97,0.1084
I00087731,O0023098-B2,O0023098,P00219,warehouse,2026-03-03,handover,final,10.97,0.6034
I00125870,O0033140-B1,O0033140,P00489,warehouse,2026-02-26,handover,final,6.27,0.3448
I00126180,O0033206-B1,O0033206,P00764,warehouse,2026-02-27,handover,final,3.28,0.1804
I00131031,O0034500-B1,O0034500,P00315,warehouse,2026-02-17,handover,final,2.66,0.1463
I00103855,O0027267-B1,O0027267,P00474,warehouse,2026-02-22,handover,final,1.95,0.1072
I00004649,O0001201-B1,O0001201,P00672,retail,2026-02-05,handover,final,0.99,0.0544
I00042196,O0011131-B1,O0011131,P00408,retail,2026-02-22,handover,final,2.22,0.1221
R00038859,O0010267-B1,O0010267,P00068,warehouse,2026-02-04,handover_return,final,-3.18,-0.1749
I00084792,O0022342-B1,O0022342,P00513,warehouse,2026-02-23,handover,final,1.72,0.0946
I00006286,O0001640-B2,O0001640,P00260,warehouse,2026-02-27,handover,final,6.4,0.352
I00187680,O0049503-B1,O0049503,P00687,warehouse,2026-02-24,handover,final,0.99,0.0544
C00146654,O0038674-B1,O0038674,P00458,merchant_shipped,2026-02-28,handover,corrected,7.44,0.4092
I00001214,O0000321-B1,O0000321,P00704,retail,2026-02-24,handover,final,1.12,0.0616
I00111652,O0029357-B1,O0029357,P00120,cross_border,2026-02-15,handover,final,1.37,0.0754
I00043553,O0011478-B1,O0011478,P00202,cross_border,2026-02-05,handover,final,11.55,0.6353
I00042832,O0011296-B1,O0011296,P00321,retail,2026-02-11,handover,final,0.99,0.0544
I00150929,O0039830-B1,O0039830,P00361,warehouse,2026-02-03,handover,final,0.99,0.0544
I00064638,O0017004-B1,O0017004,P00838,warehouse,2026-02-15,handover,final,0.99,0.0544
I00082855,O0021846-B2,O0021846,P00050,warehouse,2026-02-07,handover,final,0.99,0.0544
I00174529,O0046041-B1,O0046041,P00688,warehouse,2026-02-08,handover,final,0.99,0.0544
I00115206,O0030308-B1,O0030308,P00774,warehouse,2026-02-04,handover,final,2.28,0.1254
I00073926,O0019504-B1,O0019504,P00131,cross_border,2026-02-02,handover,final,8.78,0.4829
I00183439,O0048394-B1,O0048394,P00145,warehouse,2026-02-05,handover,final,3.46,0.1903
I00000110,O0000024-B1,O0000024,P00600,retail,2026-02-07,handover,final,35.65,1.9608
I00186351,O0049130-B1,O0049130,P00615,warehouse,2026-02-09,handover,final,0.99,0.0544
I00194143,O0051208-B1,O0051208,P00708,warehouse,2026-02-20,handover,final,3.64,0.2002
C00224340,O0059201-B1,O0059201,P00011,warehouse,2026-02-19,handover,corrected,0.89,0.049
I00003209,O0000833-B1,O0000833,P00553,merchant_shipped,2026-02-17,handover,final,37.68,2.0724
I00100453,O0026416-B1,O0026416,P00720,warehouse,2026-02-23,handover,final,2.93,0.1612
I00061692,O0016248-B1,O0016248,P00471,warehouse,2026-02-08,handover,final,2.9,0.1595
I00164396,O0043347-B1,O0043347,P00528,warehouse,2026-02-09,handover,final,2.55,0.1402
I00122537,O0032230-B2,O0032230,P00121,warehouse,2026-02-08,handover,final,4.03,0.2216
I00135279,O0035633-B1,O0035633,P00079,warehouse,2026-02-09,handover,final,4.26,0.2343
I00165452,O0043612-B1,O0043612,P00108,warehouse,2026-02-27,handover,final,7.49,0.412
I00128347,O0033805-B1,O0033805,P00160,warehouse,2026-02-02,handover,final,4.9,0.2695
I00024174,O0006392-B1,O0006392,P00449,warehouse,2026-02-10,handover,final,1.13,0.0622
I00223799,O0059054-B1,O0059054,P00597,warehouse,2026-02-19,handover,final,11.84,0.6512
I00220948,O0058261-B1,O0058261,P00269,warehouse,2026-02-02,handover,final,2.59,0.1424
I00003532,O0000922-B1,O0000922,P00048,warehouse,2026-02-22,handover,final,2.75,0.1512
I00178867,O0047228-B1,O0047228,P00029,warehouse,2026-02-19,handover,final,6.41,0.3526
I00006644,O0001727-B1,O0001727,P00670,warehouse,2026-02-20,handover,final,4.03,0.2216
I00102254,O0026854-B1,O0026854,P00741,warehouse,2026-02-04,handover,final,0.99,0.0544
I00202571,O0053409-B1,O0053409,P00389,warehouse,2026-02-18,handover,final,2.26,0.1243
I00193370,O0050998-B1,O0050998,P00364,warehouse,2026-02-14,handover,final,1.18,0.0649
I00054010,O0014226-B1,O0014226,P00421,merchant_shipped,2026-02-14,handover,final,33.44,1.8392
I00090206,O0023725-B1,O0023725,P00392,warehouse,2026-02-08,handover,final,2.73,0.1502
I00018346,O0004833-B1,O0004833,P00263,warehouse,2026-02-11,handover,final,1.65,0.0908
I00220034,O0058016-B1,O0058016,P00044,retail,2026-02-02,handover,final,3.77,0.2074
R00159644,O0042108-B1,O0042108,P00502,warehouse,2026-02-28,handover_return,final,-0.99,-0.0544
I00055388,O0014601-B1,O0014601,P00385,warehouse,2026-02-03,handover,final,8.51,0.468
I00060582,O0015952-B1,O0015952,P00552,warehouse,2026-02-21,handover,final,1.23,0.0676
I00054467,O0014344-B1,O0014344,P00052,warehouse,2026-02-20,handover,final,0.99,0.0544
I00150620,O0039750-B1,O0039750,P00509,warehouse,2026-02-22,handover,final,11.9,0.6545
I00065614,O0017259-B1,O0017259,P00157,warehouse,2026-02-16,handover,final,0.99,0.0544
I00048282,O0012732-B1,O0012732,P00399,warehouse,2026-02-09,handover,final,2.48,0.1364
I00055811,O0014713-B1,O0014713,P00669,warehouse,2026-02-17,handover,final,0.99,0.0544
I00195513,O0051570-B2,O0051570,P00766,retail,2026-02-21,handover,final,1.26,0.0693
I00142060,O0037439-B1,O0037439,P00274,warehouse,2026-02-08,handover,final,0.99,0.0544
I00088753,O0023351-B1,O0023351,P00734,warehouse,2026-02-28,handover,final,32.07,1.7638
I00211512,O0055734-B2,O0055734,P00007,warehouse,2026-02-11,handover,final,2.47,0.1358
I00003913,O0001014-B1,O0001014,P00258,warehouse,2026-02-01,handover,final,0.99,0.0544
I00160308,O0042287-B2,O0042287,P00520,warehouse,2026-02-24,handover,final,2.24,0.1232
I00011769,O0003090-B1,O0003090,P00734,warehouse,2026-02-18,handover,final,1.88,0.1034
I00096313,O0025344-B1,O0025344,P00369,warehouse,2026-02-06,handover,final,6.79,0.3734
I00131578,O0034645-B1,O0034645,P00333,warehouse,2026-02-21,handover,final,1.33,0.0732
I00104645,O0027486-B1,O0027486,P00286,warehouse,2026-02-03,handover,final,1.0,0.055
R00027035,O0007142-B1,O0007142,P00322,warehouse,2026-02-01,handover_return,final,-0.99,-0.0544
I00145553,O0038367-B2,O0038367,P00332,warehouse,2026-02-11,handover,final,4.06,0.2233
I00016125,O0004247-B1,O0004247,P00390,warehouse,2026-02-22,handover,final,0.99,0.0544
I00012182,O0003205-B2,O0003205,P00430,warehouse,2026-02-06,handover,final,1.59,0.0874
I00201678,O0053181-B1,O0053181,P00656,warehouse,2026-02-05,handover,final,13.23,0.7276
I00100847,O0026511-B2,O0026511,P00483,warehouse,2026-02-17,handover,final,0.99,0.0544
I00108476,O0028505-B1,O0028505,P00166,warehouse,2026-02-24,handover,final,1.27,0.0698
I00072019,O0018994-B1,O0018994,P00099,merchant_shipped,2026-02-22,handover,final,7.93,0.4362
I00036823,O0009739-B2,O0009739,P00373,warehouse,2026-02-14,handover,final,0.99,0.0544
I00164590,O0043408-B1,O0043408,P00457,warehouse,2026-02-10,handover,final,4.48,0.2464
I00072269,O0019063-B1,O0019063,P00416,warehouse,2026-02-16,handover,final,0.99,0.0544
I00095030,O0025004-B1,O0025004,P00330,warehouse,2026-02-12,handover,final,0.99,0.0544
I00167003,O0044028-B1,O0044028,P00043,warehouse,2026-02-19,handover,final,0.99,0.0544
I00088737,O0023347-B1,O0023347,P00367,warehouse,2026-02-27,handover,final,1.13,0.0622
I00101949,O0026777-B1,O0026777,P00031,warehouse,2026-02-11,handover,final,1.85,0.1018
I00221559,O0058437-B1,O0058437,P00666,retail,2026-02-05,handover,final,10.58,0.5819
I00128201,O0033765-B1,O0033765,P00302,warehouse,2026-02-01,handover,final,5.95,0.3272
I00222343,O0058666-B1,O0058666,P00314,cross_border,2026-02-17,handover,final,4.43,0.2436
I00112474,O0029560-B3,O0029560,P00275,warehouse,2026-02-04,handover,final,14.33,0.7882
I00164688,O0043427-B1,O0043427,P00451,warehouse,2026-02-05,handover,final,3.86,0.2123
I00159709,O0042128-B1,O0042128,P00418,warehouse,2026-02-11,handover,final,2.0,0.11
I00089480,O0023548-B1,O0023548,P00633,warehouse,2026-02-23,handover,final,7.24,0.3982
I00160184,O0042253-B1,O0042253,P00725,merchant_shipped,2026-02-24,handover,final,31.25,1.7188
I00159941,O0042188-B1,O0042188,P00447,warehouse,2026-02-22,handover,final,0.99,0.0544
I00154940,O0040879-B1,O0040879,P00131,warehouse,2026-02-11,handover,final,4.12,0.2266
I00111151,O0029227-B1,O0029227,P00801,warehouse,2026-02-22,handover,final,0.99,0.0544
I00171870,O0045334-B1,O0045334,P00213,cross_border,2026-02-24,handover,final,10.88,0.5984
I00030691,O0008103-B1,O0008103,P00378,warehouse,2026-02-28,handover,final,0.99,0.0544
I00158870,O0041914-B1,O0041914,P00486,warehouse,2026-02-11,handover,final,2.82,0.1551
I00116319,O0030597-B1,O0030597,P00523,merchant_shipped,2026-02-21,handover,final,161.51,2.5
I00112988,O0029709-B1,O0029709,P00692,warehouse,2026-02-18,handover,final,0.99,0.0544
I00158681,O0041865-B1,O0041865,P00806,warehouse,2026-02-21,handover,final,4.86,0.2673
I00216046,O0056954-B1,O0056954,P00773,retail,2026-02-25,handover,final,21.85,1.2018
I00167071,O0044050-B1,O0044050,P00234,warehouse,2026-02-17,handover,final,6.89,0.379
I00119019,O0031329-B1,O0031329,P00697,warehouse,2026-02-23,handover,final,0.99,0.0544
I00081000,O0021363-B1,O0021363,P00385,warehouse,2026-02-03,handover,final,20.65,1.1358
I00043768,O0011538-B1,O0011538,P00529,warehouse,2026-02-15,handover,final,2.26,0.1243
I00020992,O0005542-B3,O0005542,P00404,warehouse,2026-02-06,handover,final,1.22,0.0671
I00096976,O0025514-B1,O0025514,P00456,warehouse,2026-02-09,handover,final,13.82,0.7601
I00213991,O0056400-B1,O0056400,P00661,warehouse,2026-02-24,handover,final,0.99,0.0544
I00126284,O0033226-B1,O0033226,P00841,warehouse,2026-02-27,handover,final,5.9,0.3245
I00222170,O0058612-B1,O0058612,P00837,warehouse,2026-02-21,handover,final,7.03,0.3866
I00133996,O0035309-B1,O0035309,P00667,warehouse,2026-02-15,handover,final,37.29,2.051
I00036059,O0009544-B1,O0009544,P00201,cross_border,2026-02-13,handover,final,2.88,0.1584
R00093284,O0024546-B1,O0024546,P00327,warehouse,2026-02-23,handover_return,final,-0.99,-0.0544
I00087403,O0023020-B1,O0023020,P00368,warehouse,2026-02-28,handover,final,0.99,0.0544
I00194269,O0051231-B2,O0051231,P00834,cross_border,2026-02-03,handover,final,9.12,0.5016
I00023098,O0006116-B1,O0006116,P00004,warehouse,2026-02-10,handover,final,0.99,0.0544
I00148608,O0039205-B1,O0039205,P00667,warehouse,2026-02-21,handover,final,0.99,0.0544
I00205364,O0054154-B1,O0054154,P00524,warehouse,2026-02-13,handover,final,9.12,0.5016
I00087233,O0022978-B1,O0022978,P00431,warehouse,2026-02-16,handover,final,2.81,0.1546
I00022120,O0005849-B1,O0005849,P00765,warehouse,2026-02-15,handover,final,4.4,0.242
I00127397,O0033543-B1,O0033543,P00298,warehouse,2026-02-25,handover,final,1.7,0.0935
I00200857,O0052977-B1,O0052977,P00241,warehouse,2026-02-19,handover,final,0.99,0.0544
I00215700,O0056866-B1,O0056866,P00606,warehouse,2026-02-10,handover,final,2.39,0.1314
I00061596,O0016221-B1,O0016221,P00414,warehouse,2026-02-17,handover,final,9.45,0.5197
I00219345,O0057832-B2,O0057832,P00710,warehouse,2026-02-09,handover,final,3.11,0.171
I00111011,O0029192-B1,O0029192,P00160,warehouse,2026-02-20,handover,final,6.1,0.3355
I00015746,O0004139-B1,O0004139,P00049,warehouse,2026-02-11,handover,final,0.99,0.0544
I00109232,O0028705-B1,O0028705,P00718,warehouse,2026-02-07,handover,final,4.56,0.2508
I00172023,O0045373-B1,O0045373,P00700,cross_border,2026-02-04,handover,final,5.77,0.3173
I00198911,O0052460-B1,O0052460,P00403,cross_border,2026-02-03,handover,final,10.62,0.5841
I00162880,O0042975-B1,O0042975,P00419,warehouse,2026-02-10,handover,final,1.78,0.0979
I00089407,O0023528-B1,O0023528,P00456,warehouse,2026-02-17,handover,final,2.45,0.1348
I00111428,O0029300-B1,O0029300,P00410,warehouse,2026-02-05,handover,final,1.62,0.0891
I00205112,O0054091-B2,O0054091,P00208,warehouse,2026-02-07,handover,final,1.23,0.0676
I00161828,O0042704-B2,O0042704,P00273,cross_border,2026-02-09,handover,final,17.36,0.9548
I00008587,O0002256-B1,O0002256,P00733,warehouse,2026-02-21,handover,final,2.82,0.1551
I00188653,O0049752-B1,O0049752,P00351,warehouse,2026-02-20,handover,final,2.4,0.132
I00053777,O0014161-B1,O0014161,P00296,warehouse,2026-02-16,handover,final,10.95,0.6022
I00221841,O0058516-B1,O0058516,P00713,cross_border,2026-02-13,handover,final,13.43,0.7386
I00176517,O0046580-B1,O0046580,P00467,warehouse,2026-02-08,handover,final,0.99,0.0544
I00048850,O0012886-B1,O0012886,P00453,warehouse,2026-02-02,handover,final,0.99,0.0544
I00126133,O0033193-B2,O0033193,P00347,warehouse,2026-02-26,handover,final,0.99,0.0544
I00083881,O0022119-B2,O0022119,P00071,warehouse,2026-02-19,handover,final,6.03,0.3316
R00129018,O0033988-B1,O0033988,P00439,warehouse,2026-02-22,handover_return,final,-2.28,-0.1254
C00216164,O0056985-B1,O0056985,P00001,cross_border,2026-02-18,handover,corrected,1.17,0.0643
I00196765,O0051895-B2,O0051895,P00421,warehouse,2026-02-28,handover,final,1.62,0.0891
I00004343,O0001120-B2,O0001120,P00137,warehouse,2026-02-22,handover,final,1.69,0.0929
I00180380,O0047619-B1,O0047619,P00843,warehouse,2026-02-21,handover,final,0.99,0.0544
I00191577,O0050522-B1,O0050522,P00325,warehouse,2026-02-15,handover,final,2.29,0.126
I00184002,O0048530-B1,O0048530,P00548,warehouse,2026-02-02,handover,final,4.23,0.2327
I00068521,O0018043-B1,O0018043,P00569,retail,2026-02-03,handover,final,4.02,0.2211
I00207292,O0054659-B1,O0054659,P00768,warehouse,2026-02-13,handover,final,0.99,0.0544
I00188025,O0049598-B2,O0049598,P00576,warehouse,2026-03-01,handover,final,1.9,0.1045
I00131111,O0034521-B1,O0034521,P00166,warehouse,2026-02-03,handover,final,0.99,0.0544
I00209977,O0055311-B2,O0055311,P00032,warehouse,2026-03-01,handover,final,4.42,0.2431
I00132009,O0034765-B1,O0034765,P00719,warehouse,2026-02-20,handover,final,1.14,0.0627
I00147315,O0038846-B1,O0038846,P00627,warehouse,2026-02-11,handover,final,0.99,0.0544
I00146512,O0038633-B1,O0038633,P00291,cross_border,2026-02-07,handover,final,15.68,0.8624
I00134487,O0035435-B1,O0035435,P00027,warehouse,2026-02-21,handover,final,0.99,0.0544
I00186771,O0049241-B1,O0049241,P00372,warehouse,2026-02-28,handover,final,5.59,0.3074
I00114137,O0030022-B1,O0030022,P00070,merchant_shipped,2026-02-16,handover,final,19.0,1.045
I00086044,O0022662-B2,O0022662,P00031,warehouse,2026-02-18,handover,final,0.99,0.0544
